id_pieza	Maquina	turno	operador	lote_material	temperatura_amb	vibracion	Longitud	fuera_especificacion_longitud	Peso	fuera_especificacion_peso	Ciudad	Punto_venta	Tipo_cliente	Latitud	Longitud_geo	Fecha_entrega	oportunidades	defectos	tipo_defecto
P0133	1	Tarde	OP2	L1	21,8763037100036	3,33676331131965	9,6	1	250	Conforme	Cali	Sucursal San Fernando	Cliente	3,42610565217417	-76,5400679770022	2026-03-09	4	0	Sin defecto
P0134	1	Mañana	OP5	L4	23,2603775290599	3,75518247105239	9,6	1	251,2	Conforme	Bogotá	Tienda Kennedy	Cliente	4,62664141322467	-74,1602669204784	2026-03-20	4	0	Sin defecto
P0135	1	Tarde	OP6	L2	24,7891830950626	3,87181123139969	9,2	0	248,3	Conforme	Cali	Punto Valle del Lili	Cliente	3,38962457710346	-76,539458932196	2026-02-15	4	0	Sin defecto
P0136	1	Mañana	OP6	L2	21,1203258821928	3,49253411677016	9	0	249,6	Conforme	Cali	Punto Valle del Lili	Cliente	3,38174755355278	-76,525565630397	2026-03-06	4	0	Sin defecto
P0137	1	Noche	OP1	L1	25,7728433533161	2,59965420764653	9,2	0	250,7	Conforme	Cali	Punto Valle del Lili	Tienda	3,38669403289612	-76,5247206627803	2026-03-05	4	0	Sin defecto
P0138	1	Tarde	OP5	L3	21,2604484782747	3,67746499305847	9,3	0	250,2	Conforme	Medellín	Tienda Laureles	Distribuidor	6,25718043237068	-75,5909639611685	2026-02-13	4	0	Sin defecto
P0139	1	Mañana	OP1	L1	18,6405675971198	3,04758722899957	8,8	0	250,8	Conforme	Cali	Cliente Granada	Cliente	3,4720524448528	-76,5407876855932	2026-01-01	4	0	Sin defecto
P0140	1	Tarde	OP5	L3	24,5731423347407	3,14815046180923	8,6	0	251,6	Conforme	Bogotá	Sucursal Usaquén	Distribuidor	4,70356414770195	-74,029519419338	2026-03-28	4	0	Sin defecto
P0141	1	Mañana	OP2	L2	22,6749711220034	4,46301137202267	9,5	1	247,5	Conforme	Bogotá	Sucursal Usaquén	Distribuidor	4,6933404144384	-74,0307621299903	2026-02-04	4	0	Sin defecto
P0142	1	Noche	OP4	L2	24,6891897087776	3,48810527840465	8,7	0	249,6	Conforme	Cali	Sucursal San Fernando	Cliente	3,43388161161887	-76,535837339389	2026-02-03	4	0	Sin defecto
P0143	1	Tarde	OP6	L3	26,0768809545964	4,29083886756045	9	0	251	Conforme	Cali	Punto Valle del Lili	Cliente	3,38057156519666	-76,5386953137994	2026-01-29	4	0	Sin defecto
P0144	1	Noche	OP1	L3	24,4394568090193	3,65426797061172	9	0	251	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,69098337470042	-74,0328172598485	2026-03-08	4	0	Sin defecto
P0145	1	Noche	OP5	L2	26,271781177783	3,85973199264421	8,5	0	249	Conforme	Bogotá	Tienda Kennedy	Cliente	4,62206338375788	-74,1513369299042	2026-02-10	4	0	Sin defecto
P0146	1	Mañana	OP2	L4	26,4020851035572	4,69710137131607	8,7	0	250,4	Conforme	Cali	Punto Valle del Lili	Tienda	3,38195722411554	-76,5367814983443	2026-01-24	4	0	Sin defecto
P0147	1	Noche	OP6	L2	22,6559163559305	4,09838746936169	9,6	1	248,4	Conforme	Bogotá	Cliente Chapinero	Cliente	4,65766714651268	-74,0716060190833	2026-01-10	4	0	Sin defecto
P0148	1	Mañana	OP6	L2	21,1203258821928	3,49253411677016	9	0	247,2	Conforme	Cali	Punto Valle del Lili	Cliente	3,38174755355278	-76,525565630397	2026-03-06	4	0	Sin defecto
P0149	1	Tarde	OP6	L1	22,1192899468918	3,11164567807459	10	1	252,7	Conforme	Cali	Cliente Granada	Tienda	3,47738832048364	-76,5374256163259	2026-01-10	4	0	Sin defecto
P0150	1	Mañana	OP6	L2	22,9768702920776	3,78626233409535	9,1	0	248	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,64693582190797	-74,0685663015301	2026-01-20	4	0	Sin defecto
P0151	1	Mañana	OP1	L2	26,1823270785145	4,0988502412901	9,1	0	250,1	Conforme	Medellín	Tienda Laureles	Tienda	6,25500320538255	-75,604416935596	2026-02-04	4	0	Sin defecto
P0152	1	Mañana	OP1	L3	25,6748530145586	3,20957828691284	8,8	0	249,7	Conforme	Medellín	Tienda Laureles	Tienda	6,25361801163834	-75,5876634636017	2026-02-25	4	0	Sin defecto
P0153	1	Mañana	OP3	L1	22,6472833482193	3,33445268498586	9,8	1	249,6	Conforme	Medellín	Cliente El Poblado	Tienda	6,20426158481156	-75,5702535902521	2026-03-26	4	0	Sin defecto
P0154	1	Tarde	OP6	L2	24,7891830950626	3,87181123139969	9,2	0	246,3	Conforme	Cali	Punto Valle del Lili	Cliente	3,38962457710346	-76,539458932196	2026-02-15	4	0	Sin defecto
P0155	1	Tarde	OP2	L1	23,2322998160525	3,31000338148807	8,9	0	248,1	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,38984314200403	-76,5407925635103	2026-03-28	4	0	Sin defecto
P0156	1	Tarde	OP1	L2	26,2107442693671	3,87272722213945	8,8	0	252,3	Conforme	Cali	Punto Valle del Lili	Cliente	3,38536090213507	-76,5376747294624	2026-02-23	4	0	Sin defecto
P0157	1	Mañana	OP6	L4	26,0290564993766	4,02289537183984	8,6	0	249,2	Conforme	Bogotá	Tienda Kennedy	Tienda	4,63151438553333	-74,1683949947347	2026-01-13	4	0	Sin defecto
P0158	1	Mañana	OP1	L1	22,7141258736616	3,23792682999667	9,2	0	250,1	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63607593544889	-74,0726178024429	2026-02-18	4	0	Sin defecto
P0159	1	Noche	OP3	L4	25,1346588835719	3,23298161497152	8,4	0	251,7	Conforme	Medellín	Sucursal Belén	Tienda	6,22659324334878	-75,6082494282465	2026-02-06	4	0	Sin defecto
P0160	1	Mañana	OP3	L3	20,9035194858625	4,06430422912635	9,5	1	248	Conforme	Cali	Cliente Granada	Tienda	3,47195482248198	-76,5419492232339	2026-02-26	4	0	Sin defecto
P0161	1	Mañana	OP5	L2	20,0038653734654	3,64767670755187	9,1	0	248,9	Conforme	Bogotá	Tienda Kennedy	Tienda	4,63307040247116	-74,164275430547	2026-01-06	4	0	Sin defecto
P0162	1	Noche	OP3	L4	25,1346588835719	3,23298161497152	8,4	0	249,8	Conforme	Medellín	Sucursal Belén	Tienda	6,22659324334878	-75,6082494282465	2026-02-06	4	0	Sin defecto
P0163	1	Mañana	OP1	L4	22,5637485593622	3,39172772553004	8,7	0	250,6	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,63634934084387	-74,0555159858031	2026-02-08	4	0	Sin defecto
P0164	1	Noche	OP4	L2	22,3433540809422	3,37835723938962	9	0	247	Conforme	Cali	Cliente Granada	Tienda	3,4716284463577	-76,5391359639592	2026-03-30	4	0	Sin defecto
P0165	1	Mañana	OP5	L2	20,0038653734654	3,64767670755187	9,1	0	248,5	Conforme	Bogotá	Tienda Kennedy	Tienda	4,63307040247116	-74,164275430547	2026-01-06	4	0	Sin defecto
P0166	1	Noche	OP6	L2	23,4161584861653	3,66243870607242	9,4	1	248,5	Conforme	Medellín	Sucursal Belén	Distribuidor	6,23398015895803	-75,5950816562747	2026-03-30	4	0	Sin defecto
P0167	1	Noche	OP4	L2	25,8266724714833	3,73151449270746	8,7	0	250,4	Conforme	Bogotá	Cliente Chapinero	Tienda	4,63974816108951	-74,0638240515882	2026-03-08	4	0	Sin defecto
P0168	1	Mañana	OP3	L3	24,9718529470337	3,17405738763868	9,5	1	251,1	Conforme	Cali	Cliente Granada	Tienda	3,46068389988262	-76,5390960257902	2026-02-23	4	0	Sin defecto
P0169	1	Noche	OP3	L2	26,7710909371635	4,01137013425543	9	0	247,1	Conforme	Bogotá	Cliente Chapinero	Tienda	4,6374311706367	-74,0546827610581	2026-02-07	4	0	Sin defecto
P0170	1	Noche	OP2	L2	21,0724842407242	3,70089822809073	9,6	1	249,6	Conforme	Medellín	Sucursal Belén	Tienda	6,24047752470421	-75,6004819213015	2026-03-28	4	0	Sin defecto
P0171	1	Mañana	OP3	L1	22,6472833482193	3,33445268498586	9,8	1	251,1	Conforme	Medellín	Cliente El Poblado	Tienda	6,20426158481156	-75,5702535902521	2026-03-26	4	0	Sin defecto
P0172	1	Noche	OP2	L1	21,6523955630527	3,97949581432956	9,2	0	252,4	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,38312548966547	-76,5504109666792	2026-01-16	4	0	Sin defecto
P0173	1	Tarde	OP2	L1	25,7788536685043	3,61209464537336	8,7	0	249,6	Conforme	Cali	Sucursal San Fernando	Tienda	3,42024399680058	-76,5535974869507	2026-02-28	4	0	Sin defecto
P0174	1	Noche	OP1	L1	20,5910689023885	3,22112862332444	8,7	0	248,7	Conforme	Cali	Punto Valle del Lili	Tienda	3,36351749821268	-76,5343767920432	2026-02-13	4	0	Sin defecto
P0175	1	Mañana	OP3	L1	22,6472833482193	3,33445268498586	9,8	1	249,7	Conforme	Medellín	Cliente El Poblado	Tienda	6,20426158481156	-75,5702535902521	2026-03-26	4	0	Sin defecto
P0176	1	Tarde	OP2	L1	23,2322998160525	3,31000338148807	8,9	0	250,3	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,38984314200403	-76,5407925635103	2026-03-28	4	0	Sin defecto
P0177	1	Mañana	OP6	L2	22,9768702920776	3,78626233409535	9,1	0	251,7	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,64693582190797	-74,0685663015301	2026-01-20	4	0	Sin defecto
P0178	1	Mañana	OP2	L4	26,8717210951851	3,60888419297516	8,8	0	250,8	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,68876580095338	-74,0342315066102	2026-03-02	4	0	Sin defecto
P0179	1	Noche	OP4	L2	24,6891897087776	3,48810527840465	8,7	0	253,1	Conforme	Cali	Sucursal San Fernando	Cliente	3,43388161161887	-76,535837339389	2026-02-03	4	0	Sin defecto
P0180	1	Mañana	OP6	L2	24,2544392968056	2,94405955617943	9,2	0	249,1	Conforme	Bogotá	Tienda Kennedy	Tienda	4,61509918736974	-74,1506793955214	2026-03-14	4	0	Sin defecto
P0181	1	Noche	OP1	L3	17,9244357047162	4,3249071708666	9,4	1	249,8	Conforme	Medellín	Sucursal Belén	Tienda	6,24377415201804	-75,5852204100087	2026-01-16	4	0	Sin defecto
P0182	1	Noche	OP2	L1	21,6523955630527	3,97949581432956	9,2	0	251,1	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,38312548966547	-76,5504109666792	2026-01-16	4	0	Sin defecto
P0183	1	Noche	OP2	L2	21,0724842407242	3,70089822809073	9,6	1	255,1	No conforme	Medellín	Sucursal Belén	Tienda	6,24047752470421	-75,6004819213015	2026-03-28	4	1	Ensamble
P0184	1	Noche	OP6	L2	23,1613811155194	2,75324458003943	8,8	0	249,7	Conforme	Cali	Cliente Granada	Cliente	3,4513422626582	-76,536227153028	2026-03-31	4	0	Sin defecto
P0185	1	Mañana	OP6	L2	24,2544392968056	2,94405955617943	9,2	0	244,9	No conforme	Bogotá	Tienda Kennedy	Tienda	4,61509918736974	-74,1506793955214	2026-03-14	4	4	Dimensional
P0186	1	Tarde	OP5	L1	23,4124065150911	3,21345192372803	8,6	0	250,5	Conforme	Medellín	Tienda Laureles	Tienda	6,23107949995045	-75,6080988692057	2026-02-16	4	0	Sin defecto
P0187	1	Noche	OP1	L3	24,6412021604506	2,89281501268668	10,4	1	249,8	Conforme	Medellín	Cliente El Poblado	Cliente	6,21443228056999	-75,5540400352886	2026-03-28	4	0	Sin defecto
P0188	1	Tarde	OP2	L2	23,9501804129463	3,85665900151848	9,3	0	250,7	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,37641467804955	-76,5521065808895	2026-02-19	4	0	Sin defecto
P0189	1	Noche	OP1	L3	22,0971809136177	3,3469673729202	8,8	0	247,7	Conforme	Bogotá	Sucursal Usaquén	Distribuidor	4,69896362808719	-74,0369601466957	2026-03-24	4	0	Sin defecto
P0190	1	Tarde	OP6	L2	24,7891830950626	3,87181123139969	9,2	0	249,7	Conforme	Cali	Punto Valle del Lili	Cliente	3,38962457710346	-76,539458932196	2026-02-15	4	0	Sin defecto
P0191	1	Mañana	OP5	L2	24,4178148036391	3,67017679014851	9,8	1	250,8	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,7147023373954	-74,0291090821437	2026-03-04	4	0	Sin defecto
P0192	1	Noche	OP1	L1	20,5910689023885	3,22112862332444	8,7	0	252,2	Conforme	Cali	Punto Valle del Lili	Tienda	3,36351749821268	-76,5343767920432	2026-02-13	4	0	Sin defecto
P0193	1	Tarde	OP2	L4	23,4162525681425	3,38134355005705	8,9	0	248,9	Conforme	Bogotá	Tienda Kennedy	Tienda	4,62193291622894	-74,1463238260326	2026-03-18	4	0	Sin defecto
P0194	1	Mañana	OP2	L1	24,104535655165	3,66232583688	8,9	0	250,3	Conforme	Medellín	Sucursal Belén	Tienda	6,22924284893964	-75,5978712291432	2026-02-03	4	0	Sin defecto
P0195	1	Mañana	OP1	L1	22,7141258736616	3,23792682999667	9,2	0	248,8	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63607593544889	-74,0726178024429	2026-02-18	4	0	Sin defecto
P0196	1	Noche	OP6	L1	19,8224541124482	3,28711727857772	8,7	0	250,8	Conforme	Cali	Cliente Granada	Distribuidor	3,46779997444237	-76,5392853761051	2026-03-27	4	0	Sin defecto
P0197	1	Mañana	OP2	L3	23,9490450330509	2,82797822553261	8,4	0	250,5	Conforme	Cali	Sucursal San Fernando	Tienda	3,43386624175096	-76,5406389726911	2026-02-27	4	0	Sin defecto
P0198	1	Noche	OP5	L2	25,1531372241243	4,14573152769892	8,8	0	250,1	Conforme	Cali	Cliente Granada	Tienda	3,45854013083959	-76,53980980333	2026-02-10	4	0	Sin defecto
P0199	1	Mañana	OP1	L4	21,3980527327063	2,96469382758441	9	0	248,7	Conforme	Bogotá	Sucursal Usaquén	Tienda	4,6949029076118	-74,0302072122375	2026-01-25	4	0	Sin defecto
P0200	1	Mañana	OP3	L3	25,2233987553468	3,47574697550011	8,8	0	249	Conforme	Cali	Sucursal San Fernando	Cliente	3,41781396047184	-76,5595894731724	2026-03-18	4	0	Sin defecto
P0201	1	Mañana	OP5	L2	24,4178148036391	3,67017679014851	9,8	1	250,8	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,7147023373954	-74,0291090821437	2026-03-04	4	0	Sin defecto
P0202	1	Tarde	OP5	L2	23,3703353848732	3,96050869055055	9,2	0	250,3	Conforme	Medellín	Sucursal Belén	Tienda	6,23767698051119	-75,5959768725068	2026-03-12	4	0	Sin defecto
P0203	1	Mañana	OP4	L3	26,1378425683505	3,90699065176176	9,2	0	247,1	Conforme	Bogotá	Tienda Kennedy	Distribuidor	4,62556845787661	-74,1448032749667	2026-03-21	4	0	Sin defecto
P0204	1	Mañana	OP4	L3	26,1378425683505	3,90699065176176	9,2	0	251,1	Conforme	Bogotá	Tienda Kennedy	Distribuidor	4,62556845787661	-74,1448032749667	2026-03-21	4	0	Sin defecto
P0205	1	Mañana	OP5	L4	23,2603775290599	3,75518247105239	9,6	1	248,8	Conforme	Bogotá	Tienda Kennedy	Cliente	4,62664141322467	-74,1602669204784	2026-03-20	4	0	Sin defecto
P0206	1	Mañana	OP5	L1	24,1069026643076	3,71297679788669	8,8	0	250,5	Conforme	Medellín	Sucursal Belén	Distribuidor	6,22319296982083	-75,5885723116224	2026-03-27	4	0	Sin defecto
P0207	1	Noche	OP1	L3	17,9244357047162	4,3249071708666	9,4	1	250,6	Conforme	Medellín	Sucursal Belén	Tienda	6,24377415201804	-75,5852204100087	2026-01-16	4	0	Sin defecto
P0208	1	Tarde	OP5	L2	24,3380904713055	3,67679005444998	9,3	0	251,1	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,7083467157227	-74,0282166105308	2026-01-24	4	0	Sin defecto
P0209	1	Mañana	OP5	L1	24,1069026643076	3,71297679788669	8,8	0	251	Conforme	Medellín	Sucursal Belén	Distribuidor	6,22319296982083	-75,5885723116224	2026-03-27	4	0	Sin defecto
P0210	1	Noche	OP2	L2	25,7374345450107	2,22886504395816	9,1	0	251	Conforme	Bogotá	Tienda Kennedy	Tienda	4,63833094239449	-74,1680369534845	2026-02-17	4	0	Sin defecto
P0211	1	Noche	OP3	L4	25,1346588835719	3,23298161497152	8,4	0	250,1	Conforme	Medellín	Sucursal Belén	Tienda	6,22659324334878	-75,6082494282465	2026-02-06	4	0	Sin defecto
P0212	1	Mañana	OP2	L4	21,9876677065754	3,74743412374339	8,9	0	249,2	Conforme	Cali	Punto Valle del Lili	Cliente	3,36330820503812	-76,5481332471191	2026-02-23	4	0	Sin defecto
P0213	1	Tarde	OP2	L2	23,5848330447087	3,67772916810987	8,7	0	249,4	Conforme	Cali	Cliente Granada	Tienda	3,4540549946459	-76,5343399252492	2026-01-05	4	0	Sin defecto
P0214	1	Mañana	OP1	L4	19,7191630323002	3,54087074645335	9,2	0	246	Conforme	Bogotá	Tienda Kennedy	Distribuidor	4,62118978612339	-74,1465875672539	2026-01-22	4	0	Sin defecto
P0215	1	Mañana	OP1	L3	25,6748530145586	3,20957828691284	8,8	0	251,1	Conforme	Medellín	Tienda Laureles	Tienda	6,25361801163834	-75,5876634636017	2026-02-25	4	0	Sin defecto
P0216	1	Mañana	OP1	L4	22,5637485593622	3,39172772553004	8,7	0	249,3	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,63634934084387	-74,0555159858031	2026-02-08	4	0	Sin defecto
P0217	1	Tarde	OP5	L1	23,4124065150911	3,21345192372803	8,6	0	250	Conforme	Medellín	Tienda Laureles	Tienda	6,23107949995045	-75,6080988692057	2026-02-16	4	0	Sin defecto
P0218	1	Noche	OP1	L2	25,7296688352255	3,49223072553972	7,9	1	249,5	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63571466933135	-74,0538535283761	2026-02-17	4	0	Sin defecto
P0219	1	Noche	OP4	L2	24,6891897087776	3,48810527840465	8,7	0	249,1	Conforme	Cali	Sucursal San Fernando	Cliente	3,43388161161887	-76,535837339389	2026-02-03	4	0	Sin defecto
P0220	1	Tarde	OP5	L3	24,6731899032216	3,10361437733465	9	0	251,7	Conforme	Bogotá	Tienda Kennedy	Tienda	4,6245698191992	-74,1664510983195	2026-01-29	4	0	Sin defecto
P0221	1	Mañana	OP2	L4	26,4020851035572	4,69710137131607	8,7	0	250,1	Conforme	Cali	Punto Valle del Lili	Tienda	3,38195722411554	-76,5367814983443	2026-01-24	4	0	Sin defecto
P0222	1	Tarde	OP2	L2	24,1499990538825	3,66741807053904	9,8	1	248,1	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63843497288078	-74,0666557065839	2026-02-25	4	0	Sin defecto
P0223	1	Noche	OP1	L3	22,0971809136177	3,3469673729202	8,8	0	249,9	Conforme	Bogotá	Sucursal Usaquén	Distribuidor	4,69896362808719	-74,0369601466957	2026-03-24	4	0	Sin defecto
P0224	1	Tarde	OP3	L2	25,7769153028009	3,17600632581613	9,3	0	248,2	Conforme	Medellín	Sucursal Belén	Cliente	6,2260940537829	-75,5936559847065	2026-01-17	4	0	Sin defecto
P0225	1	Tarde	OP5	L3	21,2604484782747	3,67746499305847	9,3	0	249,5	Conforme	Medellín	Tienda Laureles	Distribuidor	6,25718043237068	-75,5909639611685	2026-02-13	4	0	Sin defecto
P0226	1	Mañana	OP5	L1	24,1069026643076	3,71297679788669	8,8	0	248,6	Conforme	Medellín	Sucursal Belén	Distribuidor	6,22319296982083	-75,5885723116224	2026-03-27	4	0	Sin defecto
P0227	1	Tarde	OP5	L4	23,3066145090426	3,63319927565957	9	0	249,1	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,71067661779188	-74,0247191720604	2026-01-25	4	0	Sin defecto
P0228	1	Mañana	OP3	L1	22,6472833482193	3,33445268498586	9,8	1	253,2	Conforme	Medellín	Cliente El Poblado	Tienda	6,20426158481156	-75,5702535902521	2026-03-26	4	0	Sin defecto
P0229	1	Noche	OP6	L3	25,2217627028247	3,92682613517973	8,6	0	251,5	Conforme	Cali	Sucursal San Fernando	Cliente	3,44090614278307	-76,5330488524449	2026-03-14	4	0	Sin defecto
P0230	1	Noche	OP2	L4	23,3583388381203	3,57757368689253	9,3	0	247	Conforme	Medellín	Cliente El Poblado	Cliente	6,20192334058341	-75,5612463338485	2026-02-16	4	0	Sin defecto
P0231	1	Noche	OP5	L3	26,435827024891	3,84085249198796	9,6	1	250,9	Conforme	Bogotá	Cliente Chapinero	Cliente	4,64183636090849	-74,055841638653	2026-01-30	4	0	Sin defecto
P0232	1	Mañana	OP1	L1	22,7141258736616	3,23792682999667	9,2	0	250,2	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63607593544889	-74,0726178024429	2026-02-18	4	0	Sin defecto
P0233	1	Mañana	OP5	L2	20,0038653734654	3,64767670755187	9,1	0	248,6	Conforme	Bogotá	Tienda Kennedy	Tienda	4,63307040247116	-74,164275430547	2026-01-06	4	0	Sin defecto
P0234	1	Tarde	OP1	L3	25,6934771820974	3,32680218775656	8,9	0	251,4	Conforme	Bogotá	Tienda Kennedy	Tienda	4,61765894243708	-74,1427280138097	2026-01-13	4	0	Sin defecto
P0235	1	Mañana	OP5	L2	24,4178148036391	3,67017679014851	9,8	1	249,5	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,7147023373954	-74,0291090821437	2026-03-04	4	0	Sin defecto
P0236	1	Mañana	OP1	L1	18,6405675971198	3,04758722899957	8,8	0	250	Conforme	Cali	Cliente Granada	Cliente	3,4720524448528	-76,5407876855932	2026-01-01	4	0	Sin defecto
P0237	1	Tarde	OP4	L3	25,3882835728928	4,62619278943523	8,9	0	247,7	Conforme	Cali	Cliente Granada	Distribuidor	3,44872109894631	-76,5324322626559	2026-02-08	4	0	Sin defecto
P0238	1	Tarde	OP5	L1	26,1106771820873	3,54968769096437	10	1	247,4	Conforme	Medellín	Sucursal Belén	Cliente	6,22264459027387	-75,6000869529692	2026-02-27	4	0	Sin defecto
P0239	1	Noche	OP4	L2	25,8266724714833	3,73151449270746	8,7	0	249,8	Conforme	Bogotá	Cliente Chapinero	Tienda	4,63974816108951	-74,0638240515882	2026-03-08	4	0	Sin defecto
P0240	1	Noche	OP2	L4	28,919136020643	3,09188039065616	9,6	1	252,3	Conforme	Cali	Sucursal San Fernando	Cliente	3,43853623494478	-76,5484066652044	2026-01-28	4	0	Sin defecto
P0241	1	Mañana	OP5	L1	26,6336113625869	4,02356929911897	9	0	249,4	Conforme	Cali	Punto Valle del Lili	Cliente	3,38351198608689	-76,5376299270165	2026-01-08	4	0	Sin defecto
P0242	1	Mañana	OP2	L2	22,6749711220034	4,46301137202267	9,5	1	248,3	Conforme	Bogotá	Sucursal Usaquén	Distribuidor	4,6933404144384	-74,0307621299903	2026-02-04	4	0	Sin defecto
P0243	1	Tarde	OP5	L1	23,0411198504781	4,00117308906104	8,9	0	250,6	Conforme	Cali	Cliente Granada	Cliente	3,47727234812211	-76,5264096915262	2026-03-21	4	0	Sin defecto
P0244	1	Mañana	OP1	L3	24,4193052084189	3,65427319017128	8,8	0	250,7	Conforme	Medellín	Cliente El Poblado	Cliente	6,22215105310427	-75,5593493790806	2026-03-28	4	0	Sin defecto
P0245	1	Tarde	OP3	L2	23,0561748134394	3,50171576754098	8,9	0	251,8	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,70192049880465	-74,0459056652346	2026-01-26	4	0	Sin defecto
P0246	1	Noche	OP6	L1	19,8224541124482	3,28711727857772	8,7	0	248,9	Conforme	Cali	Cliente Granada	Distribuidor	3,46779997444237	-76,5392853761051	2026-03-27	4	0	Sin defecto
P0247	1	Tarde	OP1	L2	26,2107442693671	3,87272722213945	8,8	0	249,9	Conforme	Cali	Punto Valle del Lili	Cliente	3,38536090213507	-76,5376747294624	2026-02-23	4	0	Sin defecto
P0248	1	Tarde	OP4	L3	26,299556478498	4,9757063831522	9,7	1	250	Conforme	Cali	Sucursal San Fernando	Distribuidor	3,44489700680804	-76,5553287371228	2026-02-01	4	0	Sin defecto
P0249	1	Noche	OP1	L3	24,4394568090193	3,65426797061172	9	0	249,9	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,69098337470042	-74,0328172598485	2026-03-08	4	0	Sin defecto
P0250	1	Mañana	OP2	L2	24,1401298045863	2,81417197899157	9,2	0	253	Conforme	Bogotá	Tienda Kennedy	Tienda	4,63719434416369	-74,144375026721	2026-03-19	4	0	Sin defecto
P0251	1	Tarde	OP2	L1	21,8763037100036	3,33676331131965	9,6	1	251,1	Conforme	Cali	Sucursal San Fernando	Cliente	3,42610565217417	-76,5400679770022	2026-03-09	4	0	Sin defecto
P0252	1	Mañana	OP1	L3	24,4930056090862	4,14242840142297	8,9	0	249,8	Conforme	Cali	Cliente Granada	Cliente	3,46101110984562	-76,5266232999629	2026-02-03	4	0	Sin defecto
P0253	1	Noche	OP3	L4	25,1346588835719	3,23298161497152	8,4	0	250	Conforme	Medellín	Sucursal Belén	Tienda	6,22659324334878	-75,6082494282465	2026-02-06	4	0	Sin defecto
P0254	1	Noche	OP5	L3	23,5566482849702	2,82307131156793	9,2	0	250,5	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,65619330298752	-74,0557484124716	2026-03-08	4	0	Sin defecto
P0255	1	Mañana	OP2	L1	24,104535655165	3,66232583688	8,9	0	250,7	Conforme	Medellín	Sucursal Belén	Tienda	6,22924284893964	-75,5978712291432	2026-02-03	4	0	Sin defecto
P0256	1	Tarde	OP5	L3	21,3941608696728	3,48278310557997	8,8	0	252,1	Conforme	Medellín	Cliente El Poblado	Tienda	6,20403963851854	-75,5517410547797	2026-03-17	4	0	Sin defecto
P0257	1	Tarde	OP5	L4	20,8282216815759	3,34835691940618	8,7	0	251,6	Conforme	Medellín	Sucursal Belén	Tienda	6,24063202933818	-75,6120143594964	2026-03-16	4	0	Sin defecto
P0258	1	Noche	OP6	L1	19,8224541124482	3,28711727857772	8,7	0	250,1	Conforme	Cali	Cliente Granada	Distribuidor	3,46779997444237	-76,5392853761051	2026-03-27	4	0	Sin defecto
P0259	1	Mañana	OP2	L3	23,9490450330509	2,82797822553261	8,4	0	249,5	Conforme	Cali	Sucursal San Fernando	Tienda	3,43386624175096	-76,5406389726911	2026-02-27	4	0	Sin defecto
P0260	1	Tarde	OP1	L4	27,2634541809611	3,63493001081816	8,7	0	247,4	Conforme	Cali	Cliente Granada	Distribuidor	3,46977095056549	-76,5393766439805	2026-01-28	4	0	Sin defecto
P0261	1	Mañana	OP1	L4	22,5637485593622	3,39172772553004	8,7	0	249,3	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,63634934084387	-74,0555159858031	2026-02-08	4	0	Sin defecto
P0262	1	Tarde	OP2	L4	23,4162525681425	3,38134355005705	8,9	0	249,8	Conforme	Bogotá	Tienda Kennedy	Tienda	4,62193291622894	-74,1463238260326	2026-03-18	4	0	Sin defecto
P0263	1	Mañana	OP3	L3	20,9035194858625	4,06430422912635	9,5	1	249,5	Conforme	Cali	Cliente Granada	Tienda	3,47195482248198	-76,5419492232339	2026-02-26	4	0	Sin defecto
P0264	1	Mañana	OP5	L1	26,3576304086957	3,74805667498652	9	0	250,8	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,36534735177346	-76,5404416072594	2026-02-21	4	0	Sin defecto
P0265	1	Tarde	OP5	L3	24,5731423347407	3,14815046180923	8,6	0	249,2	Conforme	Bogotá	Sucursal Usaquén	Distribuidor	4,70356414770195	-74,029519419338	2026-03-28	4	0	Sin defecto
P0266	1	Mañana	OP5	L1	26,6336113625869	4,02356929911897	9	0	249,3	Conforme	Cali	Punto Valle del Lili	Cliente	3,38351198608689	-76,5376299270165	2026-01-08	4	0	Sin defecto
