id_pedido	fecha	dia_semana	punto_venta	turno	tipo_pizza	tiempo_preparacion	tiempo_entrega	temperatura_salida	errores_pedido	satisfaccion_cliente
P00298	2025-10-12	domingo	A	Noche	Vegetariana	10.6	24.7	214	0	Regular
P00299	2025-03-09	domingo	A	Tarde	Hawaiana	16.1	32.7	204	0	Bueno
P00300	2025-05-30	viernes	A	Mañana	Hawaiana	10.2	28	205.7	0	Bueno
P00301	2025-03-16	domingo	A	Noche	Hawaiana	11.7	28.1	215.5	0	Regular
P00302	2025-04-26	sábado	A	Mañana	Pepperoni	13.2	24	208.7	1	Bueno
P00303	2025-03-28	viernes	B	Noche	Pollo BBQ	11	22	220	1	Bueno
P00304	2025-04-21	lunes	A	Tarde	Vegetariana	13.8	26.2	211.4	1	Bueno
P00305	2025-12-09	martes	A	Noche	Pepperoni	9.5	25.6	207.1	2	Regular
P00306	2025-03-08	sábado	A	Mañana	Hawaiana	15.2	32.9	216.7	0	Bueno
P00307	2025-02-13	jueves	A	Tarde	Vegetariana	11.1	26.7	210.8	0	Regular
P00308	2025-08-26	martes	A	Tarde	Vegetariana	16.3	30.8	219.1	0	Bueno
P00309	2025-03-13	jueves	A	Mañana	Vegetariana	11.3	20.7	202.6	1	Regular
P00310	2025-07-08	martes	A	Noche	Pollo BBQ	9.5	22.7	223.3	0	Bueno
P00311	2025-04-03	jueves	A	Noche	Vegetariana	10.5	29.3	210.1	0	Bueno
P00312	2025-06-26	jueves	A	Tarde	Hawaiana	14.5	22.1	205.7	0	Bueno
P00313	2025-08-09	sábado	A	Mañana	Pollo BBQ	14	31.9	205.7	0	Regular
P00314	2025-05-16	viernes	A	Mañana	Pollo BBQ	10.6	26.8	212.7	1	Bueno
P00315	2025-07-25	viernes	A	Noche	Hawaiana	12.8	26.5	210.6	0	Regular
P00316	2025-04-22	martes	A	Tarde	Vegetariana	11.8	18.5	198.6	0	Bueno
P00317	2025-10-21	martes	A	Mañana	Vegetariana	10.8	24.5	200.3	0	Regular
P00318	2025-03-02	domingo	A	Noche	Vegetariana	10.6	20.2	214.7	1	Bueno
P00319	2025-10-26	domingo	A	Noche	Pepperoni	13.6	25.6	197.2	0	Bueno
P00320	2025-04-05	sábado	A	Noche	Hawaiana	7.4	20.7	220	0	Bueno
P00321	2025-12-02	martes	A	Tarde	Hawaiana	11.2	20.3	203.7	0	Bueno
P00322	2025-02-14	viernes	A	Mañana	Pollo BBQ	11.6	23.5	209.7	0	Bueno
P00323	2025-11-23	domingo	B	Noche	Pollo BBQ	11.1	21.4	208.2	0	Bueno
P00324	2025-09-17	miércoles	A	Mañana	Pollo BBQ	12.5	24.9	216.9	0	Regular
P00325	2025-06-28	sábado	A	Noche	Vegetariana	11.5	29.6	203.9	1	Bueno
P00326	2025-03-25	martes	B	Mañana	Pollo BBQ	11.1	28	203.1	0	Bueno
P00327	2025-05-06	martes	A	Mañana	Hawaiana	13.7	25.1	208	0	Bueno
P00328	2025-11-11	martes	A	Noche	Hawaiana	13.7	37	200.2	0	Regular
P00329	2025-01-16	jueves	A	Noche	Vegetariana	11.3	22.1	216	2	Regular
P00330	2025-09-29	lunes	A	Tarde	Vegetariana	11	19	214.5	0	Bueno
P00331	2025-10-31	viernes	A	Tarde	Vegetariana	11.7	23.5	195.8	0	Regular
P00332	2025-07-22	martes	A	Tarde	Pollo BBQ	14.6	34.1	215.2	1	Bueno
P00333	2025-07-05	sábado	A	Tarde	Pollo BBQ	12.8	31.6	202.6	0	Malo
P00334	2025-09-07	domingo	A	Tarde	Vegetariana	10.8	21.9	210.1	1	Bueno
P00335	2025-11-10	lunes	B	Tarde	Pepperoni	13.4	24.4	211	1	Bueno
P00336	2025-03-29	sábado	A	Noche	Pollo BBQ	11.6	26.8	213.6	0	Bueno
P00337	2025-01-16	jueves	A	Noche	Hawaiana	12.5	22.4	201.6	0	Bueno
P00338	2025-10-29	miércoles	A	Noche	Pollo BBQ	10.9	23.9	206.4	0	Bueno
P00339	2025-08-17	domingo	A	Noche	Pepperoni	12.3	20.1	209.9	0	Bueno
P00340	2025-02-09	domingo	A	Noche	Pepperoni	10.4	25.7	203.7	1	Bueno
P00341	2025-06-02	lunes	A	Noche	Hawaiana	10.2	25.9	204.2	0	Bueno
P00342	2025-07-22	martes	A	Noche	Pepperoni	10.8	30.1	197.6	0	Regular
P00343	2025-04-16	miércoles	A	Noche	Vegetariana	11.2	33.3	215	0	Regular
P00344	2025-01-10	viernes	A	Tarde	Pepperoni	15.2	30.4	201.6	0	Bueno
P00345	2025-03-24	lunes	A	Tarde	Pollo BBQ	14.6	17.5	222.9	0	Bueno
P00346	2025-04-24	jueves	A	Noche	Vegetariana	10.9	22.1	215.7	0	Bueno
P00347	2025-08-12	martes	A	Tarde	Pollo BBQ	13.7	20.9	212.7	1	Regular
P00348	2025-11-02	domingo	A	Tarde	Pepperoni	12	23.6	204.8	0	Bueno
P00349	2025-10-27	lunes	A	Noche	Pollo BBQ	12.4	31.4	211.9	0	Bueno
P00350	2025-01-30	jueves	A	Tarde	Vegetariana	13	25.5	207.1	0	Bueno
P00351	2025-11-10	lunes	A	Noche	Pepperoni	9.3	33.7	199.2	0	Bueno
P00352	2025-02-11	martes	B	Tarde	Pollo BBQ	11.3	17	220.7	0	Regular
P00353	2025-06-27	viernes	A	Mañana	Pollo BBQ	14.8	28.6	218	0	Bueno
P00354	2025-08-28	jueves	A	Noche	Hawaiana	8.6	16.7	193.6	0	Bueno
P00355	2025-03-21	viernes	A	Tarde	Pepperoni	9.3	25.5	208.1	0	Regular
P00356	2025-04-11	viernes	A	Tarde	Hawaiana	14.6	35.4	189.9	0	Regular
P00357	2025-01-24	viernes	A	Tarde	Hawaiana	10.3	24.5	212.1	0	Bueno
P00358	2025-07-11	viernes	A	Noche	Hawaiana	13.1	25.9	219.4	0	Bueno
P00359	2025-05-30	viernes	A	Mañana	Vegetariana	15.2	31.3	210.2	1	Regular
P00360	2025-03-26	miércoles	A	Noche	Vegetariana	14.4	32.6	200.6	0	Regular
P00361	2025-11-02	domingo	A	Tarde	Pollo BBQ	11	25.9	212	0	Bueno
P00362	2025-05-18	domingo	A	Tarde	Vegetariana	12	29.3	216.7	0	Bueno
P00363	2025-06-16	lunes	A	Tarde	Pepperoni	10.6	23.7	216.9	0	Bueno
P00364	2025-02-19	miércoles	A	Noche	Pollo BBQ	10.8	29.6	205.8	0	Bueno
P00365	2025-04-27	domingo	A	Noche	Hawaiana	11.5	27	217	0	Malo
P00366	2025-11-15	sábado	A	Mañana	Pepperoni	13.1	32.1	208.2	0	Malo
P00367	2025-11-29	sábado	A	Tarde	Hawaiana	12.2	22.4	212.9	1	Malo
P00368	2025-10-15	miércoles	A	Noche	Vegetariana	12.6	27.8	213.7	0	Regular
P00369	2025-10-27	lunes	A	Noche	Pepperoni	11.2	35	206.1	0	Regular
P00370	2025-12-10	miércoles	A	Noche	Pepperoni	10.9	23.1	206.9	0	Regular
P00371	2025-03-09	domingo	A	Tarde	Pollo BBQ	10.9	31.6	207.1	0	Bueno
P00372	2025-01-25	sábado	B	Tarde	Pepperoni	11.8	21	200.1	0	Regular
P00373	2025-09-06	sábado	A	Tarde	Vegetariana	11.5	25.5	213.7	0	Bueno
P00374	2025-11-09	domingo	A	Noche	Pollo BBQ	14.9	29.2	208.2	0	Regular
P00375	2025-02-25	martes	A	Tarde	Vegetariana	10.5	22.6	216.5	1	Bueno
P00376	2025-01-28	martes	A	Noche	Pollo BBQ	15	36	196.9	0	Bueno
P00377	2025-11-18	martes	A	Noche	Vegetariana	13.2	39.7	213.9	0	Regular
P00378	2025-08-20	miércoles	A	Noche	Pollo BBQ	14.2	28.8	206.9	0	Bueno
P00379	2025-08-05	martes	A	Tarde	Hawaiana	10.5	19.4	212.5	0	Bueno
P00380	2025-04-28	lunes	A	Noche	Pollo BBQ	12.3	27.5	222	1	Bueno
P00381	2025-03-04	martes	A	Tarde	Pepperoni	15.2	25.6	196.5	0	Regular
P00382	2025-06-22	domingo	A	Tarde	Vegetariana	12.3	33	212.9	1	Regular
P00383	2025-07-28	lunes	A	Tarde	Hawaiana	13.6	31.3	206.3	0	Regular
P00384	2025-11-10	lunes	B	Mañana	Vegetariana	11.8	26	206.3	0	Bueno
P00385	2025-06-08	domingo	A	Mañana	Pepperoni	14.9	24.1	206	0	Malo
P00386	2025-11-29	sábado	A	Noche	Hawaiana	13.7	28.4	193	1	Bueno
P00387	2025-05-25	domingo	A	Tarde	Hawaiana	11.6	23.4	204.7	0	Bueno
P00388	2025-01-27	lunes	A	Noche	Vegetariana	11.8	28.1	197.8	0	Regular
P00389	2025-07-18	viernes	A	Noche	Pollo BBQ	14.7	29.7	198.1	0	Regular
P00390	2025-09-25	jueves	A	Tarde	Hawaiana	12.5	23.4	206.4	0	Bueno
P00391	2025-11-09	domingo	A	Mañana	Hawaiana	12.9	29.6	205.9	0	Bueno
P00392	2025-12-16	martes	B	Tarde	Pollo BBQ	12.6	24	209.4	0	Regular
P00393	2025-08-23	sábado	A	Tarde	Vegetariana	11.1	35.7	213.5	0	Bueno
P00394	2025-02-09	domingo	A	Noche	Hawaiana	8.1	20.5	196.3	0	Bueno
P00395	2025-07-08	martes	A	Noche	Pepperoni	11.5	30	211.8	0	Regular
P00396	2025-11-13	jueves	A	Noche	Pollo BBQ	12.8	35.4	210.9	0	Malo
P00397	2025-09-19	viernes	A	Noche	Hawaiana	10.9	15	205	0	Bueno
P00398	2025-01-24	viernes	A	Tarde	Hawaiana	15.8	23.5	215	0	Bueno
P00399	2025-08-29	viernes	A	Noche	Vegetariana	10.8	28.7	215.8	0	Regular
P00400	2025-05-12	lunes	A	Noche	Hawaiana	13.1	29.3	206.3	0	Bueno
P00401	2025-07-25	viernes	A	Tarde	Pollo BBQ	12.9	32.1	211.7	1	Malo
P00402	2025-02-15	sábado	A	Noche	Vegetariana	12.3	21.6	200.1	1	Bueno
P00403	2025-07-04	viernes	A	Tarde	Pepperoni	13.3	25.6	206.4	0	Bueno
P00404	2025-09-19	viernes	A	Mañana	Hawaiana	12.1	22.1	209.6	0	Bueno
P00405	2025-09-13	sábado	A	Tarde	Pepperoni	13.7	27	204.5	0	Regular
P00406	2025-08-17	domingo	A	Noche	Hawaiana	9.7	30.3	210.6	1	Regular
P00407	2025-09-21	domingo	A	Noche	Pepperoni	12.4	28.3	204.2	1	Bueno
P00408	2025-01-29	miércoles	A	Noche	Vegetariana	11.2	31.6	204.1	0	Regular
P00409	2025-01-05	domingo	A	Tarde	Vegetariana	11.6	32.3	209.9	0	Bueno
P00410	2025-04-12	sábado	A	Noche	Pepperoni	12.6	31.1	213.7	0	Regular
P00411	2025-01-26	domingo	A	Noche	Pepperoni	13.8	23.3	201.1	1	Bueno
P00412	2025-01-19	domingo	A	Tarde	Hawaiana	9.2	22.4	215.3	0	Bueno
P00413	2025-07-19	sábado	A	Mañana	Vegetariana	7.4	30.1	219.8	1	Regular
P00414	2025-02-15	sábado	A	Tarde	Hawaiana	11.7	27.3	218.8	0	Bueno
P00415	2025-06-24	martes	A	Tarde	Pepperoni	10.6	24.2	223.5	0	Bueno
P00416	2025-11-02	domingo	A	Noche	Pepperoni	9.4	24.4	210.5	1	Bueno
P00417	2025-03-28	viernes	A	Noche	Pepperoni	14.5	19.3	204.9	0	Regular
P00418	2025-12-28	domingo	A	Noche	Pollo BBQ	14.2	33.1	213.6	0	Regular
P00419	2025-11-20	jueves	B	Noche	Pepperoni	12.1	25	212.6	0	Regular
P00420	2025-07-20	domingo	A	Mañana	Pollo BBQ	12.2	26.5	212.5	2	Bueno
P00421	2025-03-01	sábado	A	Noche	Pollo BBQ	8.3	25	205.5	0	Bueno
P00422	2025-03-23	domingo	A	Mañana	Vegetariana	14	29.2	209.2	0	Bueno
P00423	2025-07-18	viernes	A	Tarde	Pepperoni	12.1	31.9	213.3	1	Regular
P00424	2025-04-23	miércoles	A	Noche	Hawaiana	9.5	20.9	212.3	0	Bueno
P00425	2025-02-02	domingo	A	Noche	Hawaiana	11.1	24	215.4	0	Bueno
P00426	2025-02-07	viernes	B	Tarde	Pepperoni	9.6	18.1	205.6	0	Regular
P00427	2025-12-14	domingo	A	Tarde	Vegetariana	10.9	21.5	202.6	0	Bueno
P00428	2025-06-06	viernes	A	Noche	Pepperoni	9.4	25.2	214	0	Bueno
P00429	2025-07-12	sábado	A	Noche	Vegetariana	8.9	29.3	208.2	0	Bueno
P00430	2025-03-29	sábado	A	Tarde	Hawaiana	13.1	27.6	208.4	0	Bueno
P00431	2025-10-03	viernes	A	Noche	Pepperoni	12.8	23.8	217.6	0	Bueno
P00432	2025-05-25	domingo	A	Mañana	Pepperoni	8.1	16	202	1	Bueno
P00433	2025-08-12	martes	A	Tarde	Vegetariana	12.3	14.1	219.8	1	Bueno
P00434	2025-04-22	martes	A	Tarde	Pepperoni	10.6	28.3	215.2	0	Regular
P00435	2025-10-15	miércoles	A	Noche	Hawaiana	12.6	27.7	196.9	0	Bueno
P00436	2025-10-17	viernes	B	Tarde	Hawaiana	11.8	30.8	214.3	0	Bueno
P00437	2025-02-13	jueves	A	Tarde	Hawaiana	11.3	31.7	223.7	0	Regular
P00438	2025-04-01	martes	A	Tarde	Vegetariana	10.7	30.2	207.2	0	Regular
P00439	2025-10-27	lunes	A	Noche	Pepperoni	12.6	24.6	205.8	0	Bueno
P00440	2025-06-24	martes	A	Noche	Pepperoni	16.5	28	199.5	0	Bueno
P00441	2025-04-22	martes	A	Tarde	Pepperoni	12.7	27.5	215.1	0	Bueno
P00442	2025-01-07	martes	A	Mañana	Vegetariana	11.8	25.2	211.9	0	Regular
P00443	2025-09-25	jueves	A	Tarde	Hawaiana	10.2	29.9	225.1	0	Bueno
P00444	2025-08-12	martes	A	Noche	Pollo BBQ	14.2	34	215.8	0	Regular
P00445	2025-01-18	sábado	A	Noche	Hawaiana	10.9	21.6	203.1	0	Bueno
P00446	2025-05-26	lunes	A	Mañana	Vegetariana	11.4	31.8	212.8	0	Regular
P00447	2025-04-06	domingo	A	Noche	Pepperoni	10.3	36.4	220.4	0	Bueno
P00448	2025-01-10	viernes	A	Tarde	Pepperoni	14.4	26.7	220.4	1	Bueno
P00449	2025-10-11	sábado	A	Tarde	Pollo BBQ	12.7	30.6	204.6	0	Bueno
P00450	2025-09-02	martes	B	Tarde	Pepperoni	11.7	25.5	209.2	0	Bueno
P00451	2025-03-14	viernes	B	Noche	Pollo BBQ	14.5	29	212.4	0	Bueno
P00452	2025-03-02	domingo	A	Tarde	Hawaiana	15.8	37.9	201.5	1	Bueno
P00453	2025-01-01	miércoles	A	Tarde	Pepperoni	13.5	25.2	201.2	0	Regular
P00454	2025-11-09	domingo	A	Noche	Pollo BBQ	10.9	18.3	207.8	0	Bueno
P00455	2025-09-09	martes	A	Tarde	Hawaiana	13.2	28.6	201.7	0	Bueno
P00456	2025-01-05	domingo	A	Tarde	Pepperoni	13.6	33.2	223.9	0	Regular
P00457	2025-02-11	martes	A	Tarde	Hawaiana	14	29.8	204.3	0	Regular
P00458	2025-03-25	martes	A	Mañana	Pollo BBQ	14.5	38.4	205.9	0	Regular
P00459	2025-03-24	lunes	A	Mañana	Pepperoni	16.9	32.3	206	1	Bueno
P00460	2025-08-24	domingo	A	Noche	Vegetariana	13.5	30.7	212.7	0	Bueno
P00461	2025-10-25	sábado	A	Noche	Pepperoni	13	30	211.8	0	Bueno
P00462	2025-11-14	viernes	A	Tarde	Hawaiana	12.8	27.3	213.6	0	Bueno
P00463	2025-04-26	sábado	A	Tarde	Pollo BBQ	10.7	24.2	229.9	0	Bueno
P00464	2025-07-27	domingo	A	Noche	Hawaiana	10.1	19.6	208.2	0	Regular
P00465	2025-04-19	sábado	A	Noche	Hawaiana	13.8	26.1	209.2	0	Bueno
P00466	2025-02-11	martes	A	Noche	Vegetariana	14	34.8	208.2	0	Bueno
P00467	2025-08-22	viernes	A	Tarde	Hawaiana	8.2	19.8	200	0	Bueno
P00468	2025-06-24	martes	A	Noche	Hawaiana	14.8	26.6	203.5	0	Bueno
P00469	2025-11-13	jueves	B	Noche	Hawaiana	14.3	25.9	205	0	Bueno
P00470	2025-12-15	lunes	A	Mañana	Hawaiana	13.4	26.2	225.7	0	Regular
P00471	2025-10-05	domingo	A	Tarde	Hawaiana	12.5	25.1	214	0	Bueno
P00472	2025-09-26	viernes	A	Noche	Hawaiana	14.5	25.2	204.2	0	Bueno
P00473	2025-07-07	lunes	A	Noche	Pollo BBQ	11.8	28.7	223.1	1	Regular
P00474	2025-07-08	martes	A	Noche	Pollo BBQ	10.5	17	215.1	1	Bueno
P00475	2025-11-09	domingo	A	Tarde	Vegetariana	11	28.2	195.9	2	Bueno
P00476	2025-03-02	domingo	A	Tarde	Pepperoni	17.6	28	209.9	0	Bueno
P00477	2025-01-09	jueves	A	Tarde	Pepperoni	12.1	27	203.8	0	Bueno
P00478	2025-02-17	lunes	A	Mañana	Vegetariana	14.2	37.8	206.8	1	Bueno
P00479	2025-05-23	viernes	B	Mañana	Vegetariana	10.5	18.5	205.4	0	Bueno
P00480	2025-07-18	viernes	A	Tarde	Pepperoni	10.9	22.8	220.7	0	Bueno
P00481	2025-10-10	viernes	A	Tarde	Pollo BBQ	12.7	30.9	201.4	0	Regular
P00482	2025-11-27	jueves	A	Noche	Hawaiana	12.8	26.4	217.5	0	Bueno
P00483	2025-12-04	jueves	A	Tarde	Hawaiana	12.8	27.6	204.9	1	Bueno
P00484	2025-04-20	domingo	A	Noche	Vegetariana	11	17.8	223.9	0	Bueno
P00485	2025-04-16	miércoles	A	Tarde	Vegetariana	12.7	29	210.3	0	Bueno
P00486	2025-10-11	sábado	A	Noche	Pepperoni	11.1	28.2	213.7	0	Bueno
P00487	2025-12-28	domingo	A	Noche	Pepperoni	13.6	34.1	202.5	0	Bueno
P00488	2025-12-22	lunes	A	Tarde	Pollo BBQ	13	24.5	212.9	0	Bueno
P00489	2025-12-26	viernes	A	Tarde	Pollo BBQ	12.9	31.3	209.7	0	Regular
P00490	2025-05-31	sábado	A	Tarde	Vegetariana	10.4	21.2	202.5	0	Bueno
P00491	2025-11-06	jueves	A	Noche	Pollo BBQ	10.3	25	206.6	0	Bueno
P00492	2025-12-18	jueves	A	Mañana	Vegetariana	15.3	32.5	202.5	2	Bueno
P00493	2025-10-29	miércoles	B	Mañana	Vegetariana	14.3	31	218.2	0	Regular
P00494	2025-06-30	lunes	B	Mañana	Pollo BBQ	7.3	23.6	214.4	0	Regular
P00495	2025-01-18	sábado	A	Tarde	Vegetariana	12.4	26	210.4	0	Regular
P00496	2025-04-29	martes	B	Noche	Vegetariana	10.2	23.6	219.7	0	Regular
P00497	2025-01-05	domingo	A	Noche	Pollo BBQ	12.4	31.4	201.9	1	Bueno
P00498	2025-08-19	martes	A	Noche	Pepperoni	12.1	30	210.4	0	Regular
P00499	2025-07-26	sábado	B	Mañana	Pollo BBQ	13.6	30	203.3	0	Bueno
P00500	2025-04-23	miércoles	B	Tarde	Vegetariana	11.9	22	209.4	0	Bueno
P00501	2025-02-18	martes	A	Tarde	Pollo BBQ	12.5	29.3	203.6	0	Bueno
P00502	2025-02-16	domingo	A	Tarde	Pollo BBQ	12.3	29.5	204.3	0	Regular
P00503	2025-09-27	sábado	A	Noche	Hawaiana	14	29.4	205.8	0	Bueno
P00504	2025-09-05	viernes	A	Tarde	Pepperoni	12.7	26.4	212.2	0	Bueno
P00505	2025-09-07	domingo	A	Tarde	Pepperoni	12.5	24.8	218.9	0	Regular
P00506	2025-02-04	martes	A	Noche	Pollo BBQ	9.8	27.4	218.4	0	Bueno
P00507	2025-11-10	lunes	A	Tarde	Vegetariana	12.4	30.9	211.4	0	Regular
P00508	2025-01-14	martes	A	Noche	Hawaiana	13.1	33.1	215.2	0	Regular
P00509	2025-07-08	martes	A	Tarde	Pollo BBQ	12.8	31.1	215.3	0	Bueno
P00510	2025-07-05	sábado	A	Tarde	Hawaiana	12.5	23.1	213.7	0	Bueno
P00511	2025-04-07	lunes	A	Mañana	Pollo BBQ	12	25.6	210.8	0	Regular
P00512	2025-06-15	domingo	A	Noche	Pepperoni	11.4	21.1	205.9	0	Regular
P00513	2025-07-11	viernes	A	Noche	Pepperoni	11.7	31.4	205.5	0	Regular
P00514	2025-09-13	sábado	A	Mañana	Vegetariana	15.6	33.4	209.8	1	Regular
P00515	2025-02-09	domingo	A	Noche	Pollo BBQ	10	29.8	210.4	1	Regular
P00516	2025-03-08	sábado	A	Mañana	Pepperoni	15	28.9	187.4	0	Bueno
P00517	2025-08-10	domingo	A	Tarde	Pollo BBQ	9.2	24.3	204.5	0	Regular
P00518	2025-11-02	domingo	A	Noche	Pepperoni	13.9	38.8	204.7	0	Bueno
P00519	2025-01-03	viernes	A	Mañana	Vegetariana	11.3	22.9	208.7	0	Bueno
P00520	2025-12-21	domingo	A	Noche	Hawaiana	14	25.8	214.9	0	Bueno
P00521	2025-05-08	jueves	A	Mañana	Hawaiana	16.3	21.4	218.1	0	Bueno
P00522	2025-10-11	sábado	B	Tarde	Vegetariana	11.3	24.1	200.6	0	Bueno
P00523	2025-03-02	domingo	B	Tarde	Vegetariana	8.1	30.1	215.9	0	Bueno
P00524	2025-01-18	sábado	A	Tarde	Pepperoni	10.4	26.9	212.9	0	Regular
P00525	2025-01-22	miércoles	A	Noche	Hawaiana	9.9	24	207.3	0	Bueno
P00526	2025-02-15	sábado	A	Tarde	Hawaiana	10.6	29.1	214.1	0	Bueno
P00527	2025-04-12	sábado	A	Tarde	Pepperoni	17.2	30.9	208.3	0	Regular
P00528	2025-01-07	martes	A	Tarde	Hawaiana	16.4	34	208	0	Regular
P00529	2025-11-08	sábado	A	Tarde	Pepperoni	13.3	27.8	216.9	0	Regular
P00530	2025-06-29	domingo	A	Tarde	Pepperoni	13.3	26.1	202.1	0	Bueno
P00531	2025-03-23	domingo	A	Tarde	Pepperoni	10.7	33.5	207.8	0	Bueno
P00532	2025-12-27	sábado	A	Mañana	Hawaiana	10.8	26.1	203.3	1	Bueno
P00533	2025-12-16	martes	A	Tarde	Vegetariana	14	29.9	208	0	Bueno
P00534	2025-08-17	domingo	A	Noche	Vegetariana	11.8	31.7	218.1	1	Regular
P00535	2025-12-30	martes	A	Noche	Hawaiana	14.1	23.7	203.8	0	Bueno
P00536	2025-08-18	lunes	A	Tarde	Vegetariana	15.9	29.3	219.4	0	Regular
P00537	2025-11-28	viernes	A	Noche	Hawaiana	12.3	28.1	207.2	0	Bueno
P00538	2025-07-26	sábado	A	Mañana	Vegetariana	10.7	24.7	206.1	0	Bueno
P00539	2025-05-27	martes	A	Noche	Hawaiana	14	25.1	220.8	0	Bueno
P00540	2025-07-21	lunes	A	Noche	Vegetariana	11.2	26.2	209.8	0	Regular
P00541	2025-09-12	viernes	A	Noche	Pollo BBQ	10.4	25	203.8	0	Bueno
P00542	2025-06-07	sábado	B	Tarde	Vegetariana	9.7	25.3	200.1	0	Regular
P00543	2025-05-30	viernes	A	Tarde	Pepperoni	13.3	34.5	213.3	0	Bueno
P00544	2025-12-25	jueves	B	Noche	Hawaiana	13	24.3	206.5	0	Bueno
P00545	2025-03-14	viernes	A	Tarde	Hawaiana	9.6	21.9	209.9	0	Regular
P00546	2025-03-30	domingo	A	Noche	Pollo BBQ	13.8	29.8	214.5	0	Bueno
P00547	2025-07-07	lunes	A	Tarde	Pollo BBQ	14.1	29.3	206.5	0	Bueno
P00548	2025-06-12	jueves	A	Tarde	Pepperoni	12.8	26.1	199.8	0	Bueno
P00549	2025-06-28	sábado	A	Noche	Pollo BBQ	10.2	24.7	209.9	1	Regular
P00550	2025-04-23	miércoles	A	Noche	Vegetariana	11.2	26.1	199	0	Regular
P00551	2025-02-17	lunes	A	Noche	Vegetariana	14	29	212.9	0	Regular
P00552	2025-09-07	domingo	B	Tarde	Vegetariana	10.9	21	217.7	0	Bueno
P00553	2025-03-18	martes	A	Noche	Pollo BBQ	12.8	29.2	206.6	0	Bueno
P00554	2025-12-21	domingo	A	Mañana	Vegetariana	15.6	29	206.5	0	Regular
P00555	2025-08-09	sábado	A	Noche	Hawaiana	14.2	24.7	204.3	0	Bueno
P00556	2025-08-24	domingo	B	Tarde	Pollo BBQ	10.9	24	223.1	1	Bueno
P00557	2025-05-02	viernes	A	Noche	Hawaiana	11.3	27.4	215.4	2	Regular
P00558	2025-03-29	sábado	A	Tarde	Pepperoni	11.3	23.1	200.6	1	Bueno
P00559	2025-02-21	viernes	A	Tarde	Vegetariana	11.7	30.6	206.1	0	Bueno
P00560	2025-10-05	domingo	A	Mañana	Pepperoni	13.9	32.7	214.7	0	Regular
P00561	2025-09-06	sábado	A	Noche	Hawaiana	11.2	17.1	213.9	2	Bueno
P00562	2025-06-18	miércoles	A	Mañana	Vegetariana	13.1	23.8	219.5	0	Regular
P00563	2025-07-08	martes	B	Mañana	Pollo BBQ	11.9	19.7	206.1	0	Bueno
P00564	2025-10-17	viernes	A	Noche	Vegetariana	14	25.1	204.5	0	Bueno
P00565	2025-11-30	domingo	A	Noche	Hawaiana	11.2	30.3	212.4	1	Regular
P00566	2025-01-21	martes	A	Noche	Pollo BBQ	12	26	205.9	0	Bueno
P00567	2025-09-22	lunes	A	Tarde	Hawaiana	15.7	27.8	229.3	1	Bueno
P00568	2025-02-16	domingo	A	Mañana	Hawaiana	12.9	29.7	190.6	0	Regular
P00569	2025-09-07	domingo	B	Tarde	Pepperoni	14.7	21	222.3	0	Regular
P00570	2025-12-23	martes	A	Noche	Hawaiana	13.3	19.1	209.6	0	Bueno
P00571	2025-03-25	martes	A	Tarde	Pollo BBQ	11.2	22.2	215.6	1	Regular
P00572	2025-08-03	domingo	A	Noche	Pollo BBQ	11.3	35.8	213.8	1	Bueno
P00573	2025-06-21	sábado	A	Noche	Hawaiana	12.5	22.4	194.1	1	Bueno
P00574	2025-11-29	sábado	A	Tarde	Vegetariana	12.5	22.9	204.9	0	Regular
P00575	2025-11-09	domingo	A	Mañana	Pepperoni	14.3	24	204.2	0	Bueno
P00576	2025-01-05	domingo	A	Tarde	Pollo BBQ	11	19.6	203.5	0	Regular
P00577	2025-12-02	martes	A	Tarde	Hawaiana	13.6	29.6	193.7	0	Regular
P00578	2025-10-08	miércoles	A	Noche	Pollo BBQ	10.4	19.2	213.2	0	Regular
P00579	2025-04-05	sábado	B	Tarde	Hawaiana	13	20	212.2	0	Regular
P00580	2025-07-09	miércoles	A	Noche	Pollo BBQ	10	21.3	228	0	Regular
P00581	2025-01-10	viernes	A	Noche	Pepperoni	12.6	35.3	203.6	1	Regular
P00582	2025-06-10	martes	A	Mañana	Pepperoni	12.6	29.3	200.1	0	Bueno
P00583	2025-02-03	lunes	A	Noche	Pepperoni	13.5	27.5	215.4	0	Regular
P00584	2025-04-08	martes	A	Tarde	Hawaiana	9.1	28.3	202.7	1	Regular
P00585	2025-05-16	viernes	A	Tarde	Vegetariana	11.2	17.8	202.4	0	Bueno
P00586	2025-12-06	sábado	B	Tarde	Pepperoni	11	28	209.7	0	Bueno
P00587	2025-03-28	viernes	A	Tarde	Hawaiana	14.1	33.5	214	0	Bueno
P00588	2025-11-29	sábado	A	Mañana	Pepperoni	11.7	31.7	207.9	0	Regular
P00589	2025-07-14	lunes	A	Mañana	Pollo BBQ	11.3	17.4	208.2	0	Regular
P00590	2025-06-12	jueves	A	Tarde	Pepperoni	15.1	17.4	202.5	2	Bueno
P00591	2025-04-07	lunes	A	Noche	Hawaiana	11.1	29.8	197.7	0	Regular
P00592	2025-04-05	sábado	A	Noche	Pollo BBQ	9.5	14.3	217.3	0	Bueno
P00593	2025-06-13	viernes	A	Tarde	Pollo BBQ	11.6	17.3	217.4	0	Bueno
P00594	2025-05-07	miércoles	A	Tarde	Pollo BBQ	15.6	26.3	204.7	0	Regular
